date,country_code,country,confirmed,suspected,cured,dead
20200223,ES,西班牙,2,0,0,0
20200223,FI,芬兰,1,0,1,0
20200223,FR,法国,12,0,4,1
20200223,GB,英国,9,0,8,0
20200223,IL,以色列,1,0,0,0
20200223,IN,印度,3,0,3,0
20200223,IQ,伊拉克,1,0,0,0
20200223,IR,伊朗,28,0,0,4
20200223,IT,意大利,132,0,0,2
20200223,JP,日本,838,0,26,4
20200223,KH,柬埔寨,1,0,1,0
20200223,KR,韩国,602,0,18,6
20200223,LB,黎巴嫩,1,0,0,0
20200223,LK,斯里兰卡,1,0,1,0
20200223,MY,马来西亚,22,0,18,0
20200223,NP,尼泊尔,1,0,1,0
20200223,PH,菲律宾,3,0,1,1
20200223,RU,俄罗斯,2,0,2,0
20200223,SE,瑞典,1,0,0,0
20200223,SG,新加坡,89,0,49,0
20200223,TH,泰国,35,0,17,0
20200223,US,美国,34,0,3,0
20200223,VN,越南,16,0,9,0
20200224,AE,阿联酋,13,0,4,0
20200224,AF,阿富汗,1,0,0,0
20200224,AU,澳大利亚,17,0,5,0
20200224,BE,比利时,1,0,1,0
20200224,BH,巴林,1,0,0,0
20200224,CA,加拿大,9,0,1,0
20200224,CN,中国,77779,2824,27353,2666
20200224,DE,德国,16,0,14,0
20200224,ES,西班牙,2,0,0,0
20200224,FI,芬兰,1,0,1,0
20200224,FR,法国,12,0,4,1
20200224,GB,英国,13,0,8,0
20200224,IL,以色列,6,0,0,0
20200224,IN,印度,3,0,3,0
20200224,IQ,伊拉克,1,0,0,0
20200224,IR,伊朗,61,0,0,12
20200224,IT,意大利,230,0,1,7
20200224,JP,日本,850,0,26,4
20200224,KH,柬埔寨,1,0,1,0
20200224,KR,韩国,833,0,22,8
20200224,KW,科威特,3,0,0,0
20200224,LB,黎巴嫩,1,0,0,0
20200224,LK,斯里兰卡,1,0,1,0
20200224,MY,马来西亚,22,0,18,0
20200224,NP,尼泊尔,1,0,1,0
20200224,PH,菲律宾,3,0,1,1
20200224,RU,俄罗斯,2,0,2,0
20200224,SE,瑞典,1,0,0,0
20200224,SG,新加坡,90,0,53,0
20200224,TH,泰国,35,0,17,0
20200224,US,美国,34,0,3,0
20200224,VN,越南,16,0,9,0
20200225,AE,阿联酋,13,0,4,0
20200225,AF,阿富汗,1,0,0,0
20200225,AT,奥地利,2,0,0,0
20200225,AU,澳大利亚,23,0,5,0
20200225,BE,比利时,1,0,1,0
20200225,BH,巴林,17,0,0,0
20200225,CA,加拿大,11,0,4,0
20200225,CH,瑞士,1,0,0,0
20200225,CN,中国,78190,2491,29775,2718
20200225,DE,德国,16,0,14,0
20200225,ES,西班牙,3,0,2,0
20200225,FI,芬兰,1,0,1,0
20200225,FR,法国,12,0,11,1
20200225,GB,英国,13,0,8,0
20200225,HR,克罗地亚,1,0,0,0
20200225,IL,以色列,6,0,0,0
20200225,IN,印度,3,0,3,0
20200225,IQ,伊拉克,5,0,0,0
20200225,IR,伊朗,95,0,21,16
20200225,IT,意大利,283,0,1,7
20200225,JP,日本,862,0,26,5
20200225,KH,柬埔寨,1,0,1,0
20200225,KR,韩国,977,0,22,11
20200225,KW,科威特,8,0,0,0
20200225,LB,黎巴嫩,1,0,0,0
20200225,LK,斯里兰卡,1,0,1,0
20200225,MY,马来西亚,22,0,18,0
20200225,NP,尼泊尔,1,0,1,0
20200225,OM,阿曼,4,0,0,0
20200225,PH,菲律宾,3,0,1,1
20200225,RU,俄罗斯,2,0,2,0
20200225,SE,瑞典,1,0,0,0
20200225,SG,新加坡,90,0,53,0
20200225,TH,泰国,37,0,22,0
20200225,US,美国,53,0,3,0
20200225,VN,越南,16,0,16,0
20200226,AE,阿联酋,13,0,4,0
20200226,AF,阿富汗,1,0,0,0
20200226,AT,奥地利,2,0,0,0
20200226,AU,澳大利亚,23,0,5,0
20200226,BE,比利时,1,0,1,0
20200226,BH,巴林,26,0,0,0
20200226,BR,巴西,1,0,0,0
20200226,CA,加拿大,11,0,4,0
20200226,CH,瑞士,1,0,0,0
20200226,CN,中国,78630,2358,32531,2747
20200226,DE,德国,19,0,14,0
20200226,DZ,阿尔及利亚,1,0,0,0
20200226,ES,西班牙,7,0,2,0
20200226,FI,芬兰,1,0,1,0
20200226,FR,法国,17,0,11,2
20200226,GB,英国,13,0,8,0
20200226,GR,希腊,1,0,0,0
20200226,HR,克罗地亚,1,0,0,0
20200226,IL,以色列,6,0,0,0
20200226,IN,印度,3,0,3,0
20200226,IQ,伊拉克,5,0,0,0
20200226,IR,伊朗,139,0,21,19
20200226,IT,意大利,374,0,1,12
20200226,JP,日本,894,0,30,7
20200226,KH,柬埔寨,1,0,1,0
20200226,KR,韩国,1261,0,22,12
20200226,KW,科威特,25,0,0,0
20200226,LB,黎巴嫩,1,0,0,0
20200226,LK,斯里兰卡,1,0,1,0
20200226,MY,马来西亚,22,0,18,0
20200226,NP,尼泊尔,1,0,1,0
20200226,OM,阿曼,4,0,0,0
20200226,PH,菲律宾,3,0,1,1
20200226,RU,俄罗斯,2,0,2,0
20200226,SE,瑞典,1,0,0,0
20200226,SG,新加坡,93,0,53,0
20200226,TH,泰国,40,0,22,0
20200226,US,美国,57,0,3,0
20200226,VN,越南,16,0,16,0
20200227,AE,阿联酋,13,0,4,0
20200227,AF,阿富汗,1,0,0,0
20200227,AT,奥地利,3,0,0,0
20200227,AU,澳大利亚,23,0,15,0
20200227,BE,比利时,1,0,1,0
20200227,BH,巴林,33,0,0,0
20200227,BR,巴西,1,0,0,0
20200227,CA,加拿大,12,0,4,0
20200227,CH,瑞士,4,0,0,0
20200227,CN,中国,78959,2308,36157,2791
20200227,DE,德国,27,0,14,0
20200227,DK,丹麦,1,0,0,0
20200227,DZ,阿尔及利亚,1,0,0,0
20200227,EE,爱沙尼亚,1,0,0,0
20200227,ES,西班牙,13,0,2,0
20200227,FI,芬兰,2,0,1,0
20200227,FR,法国,18,0,11,2
20200227,GB,英国,15,0,8,0
20200227,GE,格鲁吉亚,1,0,0,0
20200227,GR,希腊,3,0,0,0
20200227,HR,克罗地亚,3,0,0,0
20200227,IL,以色列,6,0,0,0
20200227,IN,印度,3,0,3,0
20200227,IQ,伊拉克,6,0,0,0
20200227,IR,伊朗,245,0,54,26
20200227,IT,意大利,528,0,40,14
20200227,JP,日本,918,0,35,8
20200227,KH,柬埔寨,1,0,1,0
20200227,KR,韩国,1766,0,24,13
20200227,KW,科威特,43,0,0,0
20200227,LB,黎巴嫩,2,0,0,0
20200227,LK,斯里兰卡,1,0,1,0
20200227,MK,北马其顿,1,0,0,0
20200227,MY,马来西亚,23,0,18,0
20200227,NO,挪威,1,0,0,0
20200227,NP,尼泊尔,1,0,1,0
20200227,OM,阿曼,5,0,0,0
20200227,PH,菲律宾,3,0,1,1
20200227,PK,巴基斯坦,2,0,0,0
20200227,RO,罗马尼亚,1,0,0,0
20200227,RU,俄罗斯,5,0,2,0
20200227,SE,瑞典,2,0,0,0
20200227,SG,新加坡,93,0,62,0
20200227,TH,泰国,40,0,22,0
20200227,US,美国,60,0,3,0
20200227,VN,越南,16,0,16,0
20200228,AE,阿联酋,19,0,4,0
20200228,AF,阿富汗,1,0,0,0
20200228,AT,奥地利,5,0,0,0
20200228,AU,澳大利亚,23,0,15,0
20200228,AZ,阿塞拜疆,1,0,0,0
20200228,BE,比利时,1,0,1,0
20200228,BH,巴林,36,0,0,0
20200228,BR,巴西,1,0,0,0
20200228,BY,白俄罗斯,1,0,0,0
20200228,CA,加拿大,14,0,4,0
20200228,CH,瑞士,9,0,0,0
20200228,CN,中国,79389,1418,39049,2838
20200228,DE,德国,53,0,14,0
20200228,DK,丹麦,1,0,0,0
20200228,DZ,阿尔及利亚,1,0,0,0
20200228,EE,爱沙尼亚,1,0,0,0
20200228,EG,埃及,1,0,1,0
20200228,ES,西班牙,25,0,2,0
20200228,FI,芬兰,2,0,1,0
20200228,FR,法国,41,0,12,2
20200228,GB,英国,19,0,8,0
20200228,GE,格鲁吉亚,2,0,0,0
20200228,GR,希腊,3,0,0,0
20200228,HR,克罗地亚,3,0,0,0
20200228,IL,以色列,8,0,0,0
20200228,IN,印度,3,0,3,0
20200228,IQ,伊拉克,6,0,0,0
20200228,IR,伊朗,388,0,54,34
20200228,IT,意大利,653,0,45,17
20200228,JP,日本,938,0,40,11
20200228,KH,柬埔寨,1,0,1,0
20200228,KR,韩国,2337,0,26,16
20200228,KW,科威特,45,0,0,0
20200228,LB,黎巴嫩,2,0,0,0
20200228,LK,斯里兰卡,1,0,1,0
20200228,LT,立陶宛,1,0,0,0
20200228,MK,北马其顿,1,0,0,0
20200228,MX,墨西哥,1,0,0,0
20200228,MY,马来西亚,25,0,18,0
20200228,NG,尼日利亚,1,0,0,0
20200228,NL,荷兰,2,0,0,0
20200228,NO,挪威,4,0,0,0
20200228,NP,尼泊尔,1,0,1,0
20200228,NZ,新西兰,1,0,0,0
20200228,OM,阿曼,5,0,0,0
20200228,PH,菲律宾,3,0,1,1
20200228,PK,巴基斯坦,2,0,0,0
20200228,RO,罗马尼亚,1,0,0,0
20200228,RU,俄罗斯,5,0,2,0
20200228,SE,瑞典,2,0,0,0
20200228,SG,新加坡,93,0,62,0
20200228,TH,泰国,40,0,22,0
20200228,US,美国,60,0,3,0
20200228,VN,越南,16,0,16,0
20200229,AE,阿联酋,21,0,5,0
20200229,AF,阿富汗,1,0,0,0
20200229,AT,奥地利,5,0,0,0
20200229,AU,澳大利亚,25,0,15,0
20200229,AZ,阿塞拜疆,3,0,0,0
20200229,BE,比利时,1,0,1,0
20200229,BH,巴林,41,0,0,0
20200229,BR,巴西,1,0,0,0
20200229,BY,白俄罗斯,1,0,0,0
20200229,CA,加拿大,16,0,4,0
20200229,CH,瑞士,15,0,0,0
20200229,CN,中国,79968,851,41675,2873
20200229,DE,德国,66,0,16,0
20200229,DK,丹麦,3,0,0,0
20200229,DZ,阿尔及利亚,1,0,0,0
20200229,EE,爱沙尼亚,1,0,0,0
20200229,EG,埃及,1,0,1,0
20200229,ES,西班牙,41,0,2,0
20200229,FI,芬兰,3,0,1,0
20200229,FR,法国,73,0,12,2
20200229,GB,英国,23,0,8,0
20200229,GE,格鲁吉亚,3,0,0,0
20200229,GR,希腊,4,0,0,0
20200229,HR,克罗地亚,5,0,0,0
20200229,IL,以色列,9,0,0,0
20200229,IN,印度,3,0,3,0
20200229,IQ,伊拉克,8,0,0,0
20200229,IR,伊朗,593,0,123,43
20200229,IS,冰岛,1,0,0,0
20200229,IT,意大利,889,0,46,21
20200229,JP,日本,947,0,44,11
20200229,KH,柬埔寨,1,0,1,0
20200229,KR,韩国,3150,0,27,17
20200229,KW,科威特,45,0,0,0
20200229,LB,黎巴嫩,3,0,0,0
20200229,LK,斯里兰卡,1,0,1,0
20200229,LT,立陶宛,1,0,0,0
20200229,MC,摩纳哥,1,0,0,0
20200229,MK,北马其顿,1,0,0,0
20200229,MX,墨西哥,3,0,0,0
20200229,MY,马来西亚,25,0,22,0
20200229,NG,尼日利亚,1,0,0,0
20200229,NL,荷兰,4,0,0,0
20200229,NO,挪威,7,0,0,0
20200229,NP,尼泊尔,1,0,1,0
20200229,NZ,新西兰,1,0,0,0
20200229,OM,阿曼,6,0,0,0
20200229,PH,菲律宾,3,0,1,1
20200229,PK,巴基斯坦,2,0,0,0
20200229,QA,卡塔尔,1,0,0,0
20200229,RO,罗马尼亚,3,0,0,0
20200229,RU,俄罗斯,5,0,2,0
20200229,SE,瑞典,12,0,0,0
20200229,SG,新加坡,102,0,69,0
20200229,SM,圣马力诺,1,0,0,0
20200229,TH,泰国,42,0,28,0
20200229,US,美国,64,0,3,0
20200229,VN,越南,16,0,16,0
20200301,AE,阿联酋,21,0,5,0
20200301,AF,阿富汗,1,0,0,0
20200301,AM,亚美尼亚,1,0,0,0
20200301,AT,奥地利,10,0,0,0
20200301,AU,澳大利亚,25,0,15,1
20200301,AZ,阿塞拜疆,3,0,0,0
20200301,BE,比利时,2,0,1,0
20200301,BH,巴林,41,0,0,0
20200301,BR,巴西,2,0,0,0
20200301,BY,白俄罗斯,1,0,0,0
20200301,CA,加拿大,20,0,4,0
20200301,CH,瑞士,24,0,0,0
20200301,CN,中国,80174,715,44518,2915
20200301,DE,德国,117,0,16,0
20200301,DK,丹麦,3,0,0,0
20200301,DZ,阿尔及利亚,1,0,0,0
20200301,EC,厄瓜多尔,1,0,0,0
20200301,EE,爱沙尼亚,1,0,0,0
20200301,EG,埃及,1,0,1,0
20200301,ES,西班牙,74,0,2,0
20200301,FI,芬兰,3,0,1,0
20200301,FR,法国,100,0,12,2
20200301,GB,英国,35,0,8,0
20200301,GE,格鲁吉亚,3,0,0,0
20200301,GR,希腊,7,0,0,0
20200301,HR,克罗地亚,7,0,0,0
20200301,IE,爱尔兰,1,0,0,0
20200301,IL,以色列,10,0,0,0
20200301,IN,印度,3,0,3,0
20200301,IQ,伊拉克,13,0,0,0
20200301,IR,伊朗,593,0,123,54
20200301,IS,冰岛,1,0,0,0
20200301,IT,意大利,1128,0,50,29
20200301,JP,日本,961,0,44,12
20200301,KH,柬埔寨,1,0,1,0
20200301,KR,韩国,3736,0,27,20
20200301,KW,科威特,46,0,0,0
20200301,LB,黎巴嫩,3,0,0,0
20200301,LK,斯里兰卡,1,0,1,0
20200301,LT,立陶宛,1,0,0,0
20200301,LU,卢森堡,1,0,0,0
20200301,MC,摩纳哥,1,0,0,0
20200301,MK,北马其顿,1,0,0,0
20200301,MX,墨西哥,4,0,0,0
20200301,MY,马来西亚,29,0,22,0
20200301,NG,尼日利亚,1,0,0,0
20200301,NL,荷兰,7,0,0,0
20200301,NO,挪威,17,0,0,0
20200301,NP,尼泊尔,1,0,1,0
20200301,NZ,新西兰,1,0,0,0
20200301,OM,阿曼,6,0,0,0
20200301,PH,菲律宾,3,0,1,1
20200301,PK,巴基斯坦,3,0,0,0
20200301,QA,卡塔尔,1,0,0,0
20200301,RO,罗马尼亚,3,0,0,0
20200301,RU,俄罗斯,5,0,2,0
20200301,SE,瑞典,13,0,0,0
20200301,SG,新加坡,102,0,72,0
20200301,SM,圣马力诺,1,0,0,0
20200301,TH,泰国,42,0,28,1
20200301,US,美国,69,0,3,1
20200301,VN,越南,16,0,16,0
20200302,AD,安道尔,1,0,0,0
20200302,AE,阿联酋,21,0,5,0
20200302,AF,阿富汗,1,0,0,0
20200302,AM,亚美尼亚,1,0,0,0
20200302,AT,奥地利,14,0,0,0
20200302,AU,澳大利亚,33,0,15,1
20200302,AZ,阿塞拜疆,3,0,0,0
20200302,BE,比利时,8,0,1,0
20200302,BH,巴林,47,0,0,0
20200302,BR,巴西,2,0,0,0
20200302,BY,白俄罗斯,1,0,0,0
20200302,CA,加拿大,24,0,4,0
20200302,CH,瑞士,27,0,0,0
20200302,CN,中国,80302,587,47260,2946
20200302,CZ,捷克,3,0,0,0
20200302,DE,德国,150,0,16,0
20200302,DK,丹麦,4,0,0,0
20200302,DO,多米尼加,1,0,0,0
20200302,DZ,阿尔及利亚,3,0,0,0
20200302,EC,厄瓜多尔,6,0,0,0
20200302,EE,爱沙尼亚,1,0,0,0
20200302,EG,埃及,2,0,1,0
20200302,ES,西班牙,74,0,2,0
20200302,FI,芬兰,6,0,1,0
20200302,FR,法国,130,0,12,2
20200302,GB,英国,40,0,8,0
20200302,GE,格鲁吉亚,3,0,0,0
20200302,GR,希腊,7,0,0,0
20200302,HR,克罗地亚,8,0,0,0
20200302,ID,印度尼西亚,2,0,0,0
20200302,IE,爱尔兰,1,0,0,0
20200302,IL,以色列,10,0,0,0
20200302,IN,印度,5,0,3,0
20200302,IQ,伊拉克,21,0,0,0
20200302,IR,伊朗,1501,0,291,66
20200302,IS,冰岛,3,0,0,0
20200302,IT,意大利,1731,0,83,42
20200302,JO,约旦,1,0,0,0
20200302,JP,日本,980,0,44,12
20200302,KH,柬埔寨,1,0,1,0
20200302,KR,韩国,4335,0,30,26
20200302,KW,科威特,56,0,0,0
20200302,LB,黎巴嫩,3,0,0,0
20200302,LK,斯里兰卡,1,0,1,0
20200302,LT,立陶宛,1,0,0,0
20200302,LU,卢森堡,1,0,0,0
20200302,MC,摩纳哥,1,0,0,0
20200302,MK,北马其顿,1,0,0,0
20200302,MX,墨西哥,5,0,0,0
20200302,MY,马来西亚,29,0,22,0
20200302,NG,尼日利亚,1,0,0,0
20200302,NL,荷兰,10,0,0,0
20200302,NO,挪威,19,0,0,0
20200302,NP,尼泊尔,1,0,1,0
20200302,NZ,新西兰,1,0,0,0
20200302,OM,阿曼,6,0,0,0
20200302,PH,菲律宾,3,0,1,1
20200302,PK,巴基斯坦,4,0,0,0
20200302,PT,葡萄牙,2,0,0,0
20200302,QA,卡塔尔,1,0,0,0
20200302,RO,罗马尼亚,3,0,0,0
20200302,RU,俄罗斯,6,0,2,0
20200302,SE,瑞典,14,0,0,0
20200302,SG,新加坡,106,0,74,0
20200302,SM,圣马力诺,1,0,0,0
20200302,TH,泰国,43,0,28,1
20200302,US,美国,89,0,3,2
20200302,VN,越南,16,0,16,0
20200303,AD,安道尔,1,0,0,0
20200303,AE,阿联酋,21,0,5,0
20200303,AF,阿富汗,1,0,0,0
20200303,AM,亚美尼亚,1,0,0,0
20200303,AT,奥地利,16,0,0,0
20200303,AU,澳大利亚,40,0,15,1
20200303,AZ,阿塞拜疆,3,0,0,0
20200303,BE,比利时,13,0,1,0
20200303,BH,巴林,47,0,0,0
20200303,BR,巴西,2,0,0,0
20200303,BY,白俄罗斯,3,0,0,0
20200303,CA,加拿大,27,0,7,0
20200303,CH,瑞士,46,0,2,0
20200303,CN,中国,80422,520,49914,2984
20200303,CZ,捷克,5,0,0,0
20200303,DE,德国,196,0,16,0
20200303,DK,丹麦,6,0,0,0
20200303,DO,多米尼加,1,0,0,0
20200303,DZ,阿尔及利亚,3,0,0,0
20200303,EC,厄瓜多尔,7,0,0,0
20200303,EE,爱沙尼亚,1,0,0,0
20200303,EG,埃及,2,0,1,0
20200303,ES,西班牙,150,0,3,0
20200303,FI,芬兰,7,0,1,0
20200303,FR,法国,204,0,12,3
20200303,GB,英国,51,0,8,0
20200303,GE,格鲁吉亚,3,0,0,0
20200303,GR,希腊,7,0,0,0
20200303,HR,克罗地亚,9,0,0,0
20200303,ID,印度尼西亚,2,0,0,0
20200303,IE,爱尔兰,1,0,0,0
20200303,IL,以色列,12,0,0,0
20200303,IN,印度,11,0,3,0
20200303,IQ,伊拉克,26,0,0,0
20200303,IR,伊朗,2336,0,435,77
20200303,IS,冰岛,9,0,0,0
20200303,IT,意大利,2084,0,149,52
20200303,JO,约旦,1,0,0,0
20200303,JP,日本,999,0,46,12
20200303,KH,柬埔寨,1,0,1,0
20200303,KR,韩国,5186,0,30,31
20200303,KW,科威特,56,0,0,0
20200303,LB,黎巴嫩,10,0,0,0
20200303,LK,斯里兰卡,1,0,1,0
20200303,LT,立陶宛,1,0,0,0
20200303,LU,卢森堡,1,0,0,0
20200303,LV,拉脱维亚,1,0,0,0
20200303,MA,摩洛哥,1,0,0,0
20200303,MC,摩纳哥,1,0,0,0
20200303,MK,北马其顿,1,0,0,0
20200303,MX,墨西哥,5,0,0,0
20200303,MY,马来西亚,36,0,22,0
20200303,NG,尼日利亚,1,0,0,0
20200303,NL,荷兰,24,0,0,0
20200303,NO,挪威,32,0,0,0
20200303,NP,尼泊尔,1,0,1,0
20200303,NZ,新西兰,1,0,0,0
20200303,OM,阿曼,12,0,2,0
20200303,PH,菲律宾,3,0,1,1
20200303,PK,巴基斯坦,5,0,0,0
20200303,PT,葡萄牙,2,0,0,0
20200303,QA,卡塔尔,7,0,0,0
20200303,RO,罗马尼亚,3,0,1,0
20200303,RU,俄罗斯,6,0,2,0
20200303,SA,沙特阿拉伯,1,0,0,0
20200303,SE,瑞典,19,0,0,0
20200303,SG,新加坡,110,0,78,0
20200303,SM,圣马力诺,1,0,0,0
20200303,SN,塞内加尔,1,0,0,0
20200303,TH,泰国,43,0,28,1
20200303,TN,突尼斯,1,0,0,0
20200303,UA,乌克兰,1,0,0,0
20200303,US,美国,106,0,3,6
20200303,VN,越南,16,0,16,0
20200304,AD,安道尔,1,0,0,0
20200304,AE,阿联酋,27,0,5,0
20200304,AF,阿富汗,1,0,0,0
20200304,AM,亚美尼亚,1,0,0,0
20200304,AR,阿根廷,1,0,0,0
20200304,AT,奥地利,24,0,0,0
20200304,AU,澳大利亚,50,0,15,2
20200304,AZ,阿塞拜疆,3,0,0,0
20200304,BE,比利时,23,0,1,0
20200304,BH,巴林,50,0,0,0
20200304,BR,巴西,2,0,0,0
20200304,BY,白俄罗斯,6,0,0,0
20200304,CA,加拿大,33,0,7,0
20200304,CH,瑞士,66,0,2,0
20200304,CL,智利,1,0,0,0
20200304,CN,中国,80565,522,52109,3015
20200304,CZ,捷克,5,0,0,0
20200304,DE,德国,240,0,16,0
20200304,DK,丹麦,10,0,0,0
20200304,DO,多米尼加,1,0,0,0
20200304,DZ,阿尔及利亚,8,0,0,0
20200304,EC,厄瓜多尔,7,0,0,0
20200304,EE,爱沙尼亚,1,0,0,0
20200304,EG,埃及,2,0,1,0
20200304,ES,西班牙,179,0,3,1
20200304,FI,芬兰,7,0,1,0
20200304,FR,法国,257,0,12,4
20200304,GB,英国,85,0,8,0
20200304,GE,格鲁吉亚,3,0,0,0
20200304,GR,希腊,9,0,0,0
20200304,HR,克罗地亚,9,0,0,0
20200304,ID,印度尼西亚,2,0,0,0
20200304,IE,爱尔兰,2,0,0,0
20200304,IL,以色列,15,0,0,0
20200304,IN,印度,28,0,3,0
20200304,IQ,伊拉克,31,0,0,1
20200304,IR,伊朗,2922,0,552,92
20200304,IS,冰岛,16,0,1,0
20200304,IT,意大利,2546,0,160,79
20200304,JO,约旦,1,0,0,0
20200304,JP,日本,1032,0,229,12
20200304,KH,柬埔寨,1,0,1,0
20200304,KR,韩国,5621,0,34,35
20200304,KW,科威特,56,0,0,0
20200304,LB,黎巴嫩,13,0,1,0
20200304,LK,斯里兰卡,1,0,1,0
20200304,LT,立陶宛,1,0,0,0
20200304,LU,卢森堡,1,0,0,0
20200304,LV,拉脱维亚,1,0,0,0
20200304,MA,摩洛哥,1,0,0,0
20200304,MC,摩纳哥,1,0,0,0
20200304,MK,北马其顿,1,0,0,0
20200304,MX,墨西哥,5,0,1,0
20200304,MY,马来西亚,50,0,22,0
20200304,NG,尼日利亚,1,0,0,0
20200304,NL,荷兰,38,0,0,0
20200304,NO,挪威,34,0,0,0
20200304,NP,尼泊尔,1,0,1,0
20200304,NZ,新西兰,2,0,0,0
20200304,OM,阿曼,12,0,2,0
20200304,PH,菲律宾,3,0,1,1
20200304,PK,巴基斯坦,5,0,0,0
20200304,PL,波兰,1,0,0,0
20200304,PT,葡萄牙,5,0,0,0
20200304,QA,卡塔尔,7,0,0,0
20200304,RO,罗马尼亚,4,0,1,0
20200304,RU,俄罗斯,6,0,2,0
20200304,SA,沙特阿拉伯,1,0,0,0
20200304,SE,瑞典,35,0,0,0
20200304,SG,新加坡,112,0,78,0
20200304,SM,圣马力诺,8,0,0,0
20200304,SN,塞内加尔,2,0,0,0
20200304,TH,泰国,43,0,28,1
20200304,TN,突尼斯,1,0,0,0
20200304,UA,乌克兰,1,0,0,0
20200304,US,美国,126,0,3,9
20200304,VN,越南,16,0,16,0
20200305,AD,安道尔,1,0,0,0
20200305,AE,阿联酋,28,0,5,0
20200305,AF,阿富汗,1,0,0,0
20200305,AM,亚美尼亚,1,0,0,0
20200305,AR,阿根廷,1,0,0,0
20200305,AT,奥地利,24,0,0,0
20200305,AU,澳大利亚,57,0,15,2
20200305,AZ,阿塞拜疆,3,0,0,0
20200305,BA,波黑,1,0,0,0
20200305,BE,比利时,50,0,1,0
20200305,BH,巴林,50,0,0,0
20200305,BR,巴西,3,0,0,0
20200305,BY,白俄罗斯,6,0,0,0
20200305,CA,加拿大,34,0,7,0
20200305,CH,瑞士,81,0,2,1
20200305,CL,智利,3,0,0,0
20200305,CN,中国,80710,482,53793,3045
20200305,CZ,捷克,8,0,0,0
20200305,DE,德国,349,0,16,0
20200305,DK,丹麦,15,0,0,0
20200305,DO,多米尼加,1,0,0,0
20200305,DZ,阿尔及利亚,17,0,0,0
20200305,EC,厄瓜多尔,10,0,0,0
20200305,EE,爱沙尼亚,2,0,0,0
20200305,EG,埃及,3,0,1,0
20200305,ES,西班牙,248,0,3,2
20200305,FI,芬兰,12,0,1,0
20200305,FR,法国,377,0,12,6
20200305,GB,英国,90,0,8,0
20200305,GE,格鲁吉亚,3,0,0,0
20200305,GR,希腊,31,0,0,0
20200305,HR,克罗地亚,10,0,0,0
20200305,HU,匈牙利,2,0,0,0
20200305,ID,印度尼西亚,2,0,0,0
20200305,IE,爱尔兰,6,0,0,0
20200305,IL,以色列,15,0,0,0
20200305,IN,印度,30,0,3,0
20200305,IQ,伊拉克,31,0,0,3
20200305,IR,伊朗,3513,0,552,107
20200305,IS,冰岛,34,0,1,0
20200305,IT,意大利,3144,0,276,107
20200305,JO,约旦,1,0,0,0
20200305,JP,日本,1056,0,248,12
20200305,KH,柬埔寨,1,0,1,0
20200305,KR,韩国,6088,0,88,41
20200305,KW,科威特,58,0,0,0
20200305,LB,黎巴嫩,15,0,1,0
20200305,LK,斯里兰卡,1,0,1,0
20200305,LT,立陶宛,1,0,0,0
20200305,LU,卢森堡,1,0,0,0
20200305,LV,拉脱维亚,1,0,0,0
20200305,MA,摩洛哥,2,0,0,0
20200305,MC,摩纳哥,1,0,0,0
20200305,MK,北马其顿,1,0,0,0
20200305,MX,墨西哥,5,0,1,0
20200305,MY,马来西亚,55,0,22,0
20200305,NG,尼日利亚,1,0,0,0
20200305,NL,荷兰,82,0,0,0
20200305,NO,挪威,72,0,0,0
20200305,NP,尼泊尔,1,0,1,0
20200305,NZ,新西兰,3,0,0,0
20200305,OM,阿曼,16,0,2,0
20200305,PH,菲律宾,3,0,1,1
20200305,PK,巴基斯坦,5,0,0,0
20200305,PL,波兰,1,0,0,0
20200305,PT,葡萄牙,5,0,0,0
20200305,QA,卡塔尔,8,0,0,0
20200305,RO,罗马尼亚,6,0,1,0
20200305,RU,俄罗斯,7,0,2,0
20200305,SA,沙特阿拉伯,2,0,0,0
20200305,SE,瑞典,60,0,0,0
20200305,SG,新加坡,117,0,78,0
20200305,SI,斯洛文尼亚,1,0,0,0
20200305,SM,圣马力诺,8,0,0,0
20200305,SN,塞内加尔,4,0,0,0
20200305,TH,泰国,47,0,28,1
20200305,TN,突尼斯,1,0,0,0
20200305,UA,乌克兰,1,0,0,0
20200305,US,美国,161,0,3,11
20200305,VN,越南,16,0,16,0
20200305,ZA,南非,1,0,0,0
20200306,AD,安道尔,1,0,0,0
20200306,AE,阿联酋,29,0,5,0
20200306,AF,阿富汗,1,0,0,0
20200306,AM,亚美尼亚,1,0,0,0
20200306,AR,阿根廷,1,0,0,0
20200306,AT,奥地利,41,0,0,0
20200306,AU,澳大利亚,66,0,15,3
20200306,AZ,阿塞拜疆,3,0,0,0
20200306,BA,波黑,2,0,0,0
20200306,BE,比利时,109,0,1,0
20200306,BH,巴林,56,0,0,0
20200306,BR,巴西,8,0,0,0
20200306,BT,不丹,1,0,0,0
20200306,BY,白俄罗斯,6,0,0,0
20200306,CA,加拿大,48,0,7,0
20200306,CH,瑞士,210,0,3,1
20200306,CL,智利,4,0,0,0
20200306,CM,喀麦隆,1,0,0,0
20200306,CN,中国,80813,502,55477,3073
20200306,CZ,捷克,12,0,0,0
20200306,DE,德国,565,0,16,0
20200306,DK,丹麦,20,0,0,0
20200306,DO,多米尼加,1,0,0,0
20200306,DZ,阿尔及利亚,17,0,0,0
20200306,EC,厄瓜多尔,13,0,0,0
20200306,EE,爱沙尼亚,5,0,0,0
20200306,EG,埃及,15,0,1,0
